,ID,incidence,product_cat,product_cat1,product_cat2,brand_1,brand_2,brand_3,quant_1,quant_2,quant_3,total_quantity,item_price_1,item_price_2,item_price_3,total price,creation_hour,creation_week,creation_day,dest_long,dest_lat,zip_code,population_denisty,median_household_income,sex,distance,DOB_year,age,Settlement_size,Labels,Segment K-means PCA,creation_time
0,P11197342,1,Edibles,Edibles,No info,Chroma,Chroma,,2,2,0,4,180.0,180.0,0.0,360.00,8,4,7,-71.1279495,42.3851985,2140.0,15262.0,71908.0,0.0,1.8314,1958.0,64.0,0.0,Well-Off,1.0,2021-01-31
1,p11082519,1,Pre-rolls,Flower,Pre-rolls,Curaleaf,253,AMP,1,1,1,3,15.0,55.0,15.0,175.00,15,4,7,-71.1615849,42.3675343,2472.0,7942.0,87775.0,1.0,4.4659,1964.0,58.0,1.0,Standard,2.0,2021-01-31
2,P11122217,1,Vapes,Flower,No info,Entourage,Sira Naturals Top-Shelf,,3,1,0,4,195.0,50.0,0.0,245.00,10,4,7,-71.1012765,42.3442484,2215.0,34190.0,35659.0,1.0,0.022231,1986.0,36.0,1.0,Well-Off,1.0,2021-01-31
3,P11157323,1,Flower,Flower,No info,253,The Heirloom Collective,,2,1,0,3,110.0,55.0,0.0,165.00,17,4,7,-71.1450605,42.3438211,2135.0,16236.0,48687.0,0.0,4.8195,2001.0,21.0,2.0,Well-Off,1.0,2021-01-31
4,P11196878,1,Flower,Flower,Flower,Sira Naturals Limited Release,Sira Naturals Limited Release,Sira Naturals Limited Release,2,2,2,6,120.0,120.0,120.0,498.97,8,5,1,-71.1460113,42.342465,2135.0,16236.0,48687.0,1.0,0.63283,1991.0,31.0,2.0,Well-Off,1.0,2021-02-01
5,P11098409,1,Flower,Flower,Flower,Sira Naturals Limited Release,Sira Naturals Limited Release,Sira Naturals Limited Release,2,2,2,6,120.0,120.0,120.0,288.00,8,4,7,-71.3462055,42.286262,1760.0,2214.0,95328.0,1.0,23.682,1963.0,59.0,1.0,Working Professional,0.0,2021-01-31
6,C11026153,1,Flower,Concentrate,Concentrate,Sira Naturals Limited Release,Cresco ,Origyn,1,1,1,3,60.0,55.0,70.0,255.00,8,4,7,-71.205692,42.334691,2459.0,3815.0,133801.0,0.0,5.8121,1985.0,37.0,0.0,Standard,2.0,2021-01-31
7,P11147682,1,Beverages,Flower,Flower,Cresco ,Nantucket Nuggets,Nantucket Nuggets,1,1,1,3,55.0,70.0,70.0,195.00,13,4,7,-71.2220813,42.1734823,2062.0,2761.0,75957.0,1.0,19.304,1969.0,53.0,1.0,Working Professional,0.0,2021-01-31
8,P11020887,1,Flower,No info,No info,Sira Naturals Reserve,,,4,0,0,4,220.0,0.0,0.0,220.00,13,4,7,-71.2346597,42.3715864,2453.0,8279.0,67382.0,0.0,6.5608,1979.0,43.0,1.0,Standard,2.0,2021-01-31
9,P11050044,1,Flower,Flower,Pre-rolls,,Sira Naturals Limited Release,Sira Naturals,1,1,1,3,60.0,60.0,25.0,170.00,8,4,7,-71.239556,42.369061,2453.0,8279.0,67382.0,0.0,0.74634,1970.0,52.0,1.0,Standard,2.0,2021-01-31
10,P11056966,1,Flower,Flower,Pre-rolls,Sira Naturals Limited Release,Nantucket Nuggets,The Heirloom Collective,1,1,1,3,70.0,70.0,13.0,153.00,8,4,7,-71.218948,42.180521,2062.0,2761.0,75957.0,0.0,7.2789,1963.0,59.0,1.0,Working Professional,0.0,2021-01-31
11,P11169047,1,Flower,Vapes,Edibles,Nantucket Nuggets,Entourage,Wicked Sour,1,1,1,3,70.0,100.0,35.0,435.00,17,4,7,-71.1541583,42.2300017,2026.0,2412.0,84704.0,1.0,9.3153,1977.0,45.0,1.0,Working Professional,0.0,2021-01-31
12,p11076726,1,Vapes,Vapes,Concentrate,Nantucket Nuggets,Rythm,Origyn,1,1,1,3,70.0,100.0,60.0,424.00,10,4,7,-71.408275,42.3971715,1776.0,729.0,170924.0,1.0,17.397,1981.0,41.0,0.0,Standard,2.0,2021-01-31
13,p11181405,1,Edibles,Edibles,Edibles,Cresco Labs ,Wicked Sour,Berkshire Roots,1,1,1,3,140.0,60.0,60.0,450.00,17,4,7,-71.4562112,42.4644108,1720.0,1084.0,109578.0,1.0,10.179,1971.0,51.0,1.0,Standard,2.0,2021-01-31
14,PP11096406,1,Flower,Pre-rolls,Edibles,Chroma,Sira Naturals,Wicked Sour,1,2,2,5,60.0,50.0,120.0,230.00,8,4,7,-71.162651,42.279917,2132.0,5670.0,83360.0,0.0,6.368,1966.0,56.0,1.0,Working Professional,0.0,2021-01-31
15,P11104993,1,Edibles,Pre-rolls,Pre-rolls,Sira Naturals Limited Release,Resinate,Resinate,2,2,2,6,60.0,20.0,18.0,203.00,8,4,7,-71.1713796,42.4200224,2476.0,7897.0,95305.0,0.0,27.041,1987.0,35.0,0.0,Standard,2.0,2021-01-31
16,C11047405,1,Flower,Flower,Concentrate,Betty's Eddies,Nantucket Nuggets,253,1,1,1,3,70.0,70.0,50.0,162.40,8,5,1,-71.1565167,42.2970149,2467.0,4616.0,115493.0,1.0,3.0406,1988.0,34.0,1.0,Standard,2.0,2021-02-01
17,P11079005,1,Vapes,Vapes,Vapes,Nantucket Nuggets,Entourage,Entourage,2,2,1,5,130.0,130.0,65.0,385.00,17,4,7,-71.1067176,42.3138562,2130.0,10618.0,75730.0,0.0,5.7371,1983.0,39.0,1.0,Well-Off,1.0,2021-01-31
18,P11070975,1,Flower,Flower,Flower,Entourage,Cresco Labs ,Nantucket Nuggets,1,1,1,3,70.0,55.0,70.0,230.00,16,4,7,-71.167005,42.424113,2474.0,8620.0,87225.0,1.0,2.2247,1956.0,66.0,1.0,Standard,2.0,2021-01-31
19,P11070019,1,Pre-rolls,Pre-rolls,Pre-rolls,Nantucket Nuggets,Nature's Heritage,Resinate,1,1,2,4,15.0,15.0,30.0,224.40,10,4,7,-71.1371819,42.4230835,2155.0,7072.0,73567.0,1.0,3.7503,1963.0,59.0,2.0,Well-Off,1.0,2021-01-31
20,P11082899,1,Flower,Flower,Pre-rolls,Nature's Heritage,Nantucket Nuggets,Sira Naturals Prerolls,1,1,1,3,70.0,70.0,15.0,168.00,16,4,7,-71.084071,42.300087,2121.0,14884.0,28238.0,1.0,3.8263,1953.0,69.0,1.0,Well-Off,1.0,2021-01-31
21,P11195120,1,Flower,Flower,Flower,Nantucket Nuggets,Sira Naturals Limited Release,Sira Naturals Limited Release,4,1,1,6,220.0,60.0,60.0,450.50,14,4,7,-71.0851383,42.2764184,2126.0,12277.0,45238.0,0.0,3.5187,1959.0,63.0,1.0,Well-Off,1.0,2021-01-31
22,P11205032,1,Flower,Flower,Vapes,Sira Naturals Reserve,Nantucket Nuggets,Entourage,1,1,1,3,70.0,70.0,40.0,380.00,13,4,7,-71.1513268,42.4670059,1801.0,3075.0,75138.0,1.0,6.1842,1947.0,75.0,1.0,Well-Off,1.0,2021-01-31
23,p11190573,1,Flower,Flower,No info,Nantucket Nuggets,Origyn,,2,1,0,3,110.0,60.0,0.0,170.00,8,5,1,-71.0588999,42.2854462,2124.0,15913.0,48841.0,1.0,3.1499,1990.0,32.0,2.0,Well-Off,1.0,2021-02-01
24,p11188118,1,Flower,Flower,Concentrate,Sira Naturals Reserve,Curaleaf,Cresco ,1,1,1,3,55.0,55.0,55.0,165.00,18,4,7,-71.1668385,42.5027289,1801.0,3075.0,75138.0,0.0,6.1359,1981.0,41.0,1.0,Well-Off,1.0,2021-01-31
25,p11067446,1,Vapes,Merchandise,Pre-rolls,The Heirloom Collective,Grav Labs,Curaleaf,1,1,1,3,65.0,14.0,15.0,219.87,9,4,7,-71.077517,42.4360126,2148.0,11797.0,53798.0,0.0,15.31,1990.0,32.0,2.0,Well-Off,1.0,2021-01-31
26,P11207925,0,Edibles,Edibles,Edibles,Entourage,Chroma,Kalm Fusion,2,1,2,5,120.0,140.0,80.0,340.00,18,4,7,-70.995057,42.0947465,2302.0,3683.0,61060.0,1.0,31.462,1984.0,38.0,1.0,Working Professional,0.0,2021-01-31
27,P11181086,1,Flower,Vapes,Flower,Betty's Eddies,Entourage,Sira Naturals Top-Shelf,1,1,1,3,70.0,55.0,50.0,175.00,18,4,7,-71.108617,42.410926,2155.0,7072.0,73567.0,0.0,4.1871,1986.0,36.0,2.0,Well-Off,1.0,2021-01-31
28,P11160507,1,Edibles,Edibles,Flower,Nantucket Nuggets,Double Baked,Sira Naturals Top-Shelf,1,1,1,3,30.0,30.0,50.0,225.00,14,4,7,-71.0952047,42.4329147,2155.0,7072.0,73567.0,0.0,2.6747,1987.0,35.0,2.0,Well-Off,1.0,2021-01-31
29,P1119494978,0,Flower,Flower,Flower,Double Baked,Nantucket Nuggets,Nantucket Nuggets,2,1,1,4,110.0,70.0,70.0,420.00,11,4,6,-70.908326,42.097115,2370.0,1696.0,66329.0,0.0,9.2727,1984.0,38.0,0.0,Working Professional,0.0,2021-01-30
30,P11211970,1,Merchandise,Flower,Vapes,Sira Naturals Reserve,Entourage,Entourage,1,1,2,4,30.0,65.0,130.0,226.87,19,4,7,-71.097281,42.396342,2145.0,18225.0,55487.0,1.0,2.285,1990.0,32.0,1.0,Well-Off,1.0,2021-01-31
31,11115452,1,Vapes,Edibles,Vapes,PAX,Kalm Fusion,Origyn,2,1,1,4,130.0,40.0,65.0,360.00,13,4,7,-70.9422109,42.110918,2351.0,1660.0,78395.0,1.0,5.1483,1970.0,52.0,0.0,Working Professional,0.0,2021-01-31
32,P11207222,1,Edibles,Flower,Flower,Entourage,Entourage,Nantucket Nuggets,1,1,1,3,50.0,100.0,70.0,305.00,12,4,7,-71.114883,42.400191,2144.0,22082.0,78380.0,0.0,2.2753,1994.0,28.0,1.0,Well-Off,1.0,2021-01-31
33,P11205941,1,Edibles,Edibles,No info,Curaleaf,Berkshire Roots,,3,1,0,4,90.0,60.0,0.0,150.00,10,4,7,-71.1168375,42.403377,2144.0,22082.0,78380.0,0.0,0.77443,1989.0,33.0,1.0,Well-Off,1.0,2021-01-31
34,P11163668,1,Flower,Concentrate,Flower,Betty's Eddies,Cresco ,Sira Naturals Top-Shelf,1,1,1,3,60.0,55.0,50.0,220.00,12,4,7,-71.0239848,42.2740125,2171.0,7215.0,64812.0,0.0,25.02,1989.0,33.0,0.0,Working Professional,0.0,2021-01-31
35,P11199841,1,Tincture,Edibles,Edibles,Sira Naturals Limited Release,Mindy's Edibles,Mindy's Edibles,5,3,3,11,300.0,90.0,90.0,480.00,14,5,1,-71.1468011,42.3953991,2140.0,15262.0,71908.0,1.0,0.10789,1971.0,51.0,0.0,Well-Off,1.0,2021-02-01
36,P11052414,1,Concentrate,Pre-rolls,Pre-rolls,Sira Naturals,The Heirloom Collective,Resinate,1,2,4,7,80.0,26.0,40.0,201.00,12,5,1,-71.2074642,42.2849341,2492.0,2092.0,137839.0,1.0,31.864,1959.0,63.0,0.0,Standard,2.0,2021-02-01
37,P11035445,1,Edibles,Pre-rolls,Vapes,253,Nature's Heritage,Entourage,1,4,1,6,60.0,60.0,65.0,445.00,16,5,1,-71.0884268,42.3468766,2215.0,34190.0,35659.0,0.0,10.476,1959.0,63.0,1.0,Well-Off,1.0,2021-02-01
38,p11059413,1,Flower,Flower,Flower,Berkshire Roots,253,Sira Naturals Limited Release,1,1,2,4,55.0,55.0,120.0,290.00,14,5,1,-71.088417,42.373061,2141.0,18612.0,64326.0,1.0,3.7722,1980.0,42.0,0.0,Well-Off,1.0,2021-02-01
39,P11073112,1,Edibles,Concentrate,Vapes,Nature's Heritage,CAC,Entourage,1,1,1,3,30.0,60.0,65.0,185.00,19,4,7,-71.176874,42.261243,2026.0,2412.0,84704.0,0.0,5.0585,1986.0,36.0,1.0,Working Professional,0.0,2021-01-31
40,p11067446,1,No info,No info,No info,Double Baked,,,0,0,0,0,0.0,0.0,0.0,,19,5,1,-71.077517,42.4360126,2148.0,11797.0,53798.0,0.0,8.5037,1990.0,32.0,2.0,Well-Off,1.0,2021-02-01
41,P11207925,1,No info,No info,No info,,,,0,0,0,0,0.0,0.0,0.0,,19,5,1,-70.995057,42.0947465,2302.0,3683.0,61060.0,1.0,33.962,1984.0,38.0,1.0,Working Professional,0.0,2021-02-01
42,P11196857,1,Flower,Vapes,Flower,,Entourage,Sira Naturals,1,1,1,3,50.0,100.0,65.0,229.50,17,5,1,-71.06358,42.422501,2148.0,11797.0,53798.0,0.0,2.6645,1989.0,33.0,2.0,Well-Off,1.0,2021-02-01
43,P11198847,1,Flower,Flower,Flower,Sira Naturals Top-Shelf,Resinate,Sira Naturals Limited Release,2,1,1,4,110.0,55.0,60.0,505.00,13,5,1,-71.021661,42.428067,2151.0,8833.0,51863.0,1.0,4.7596,1958.0,64.0,2.0,Well-Off,1.0,2021-02-01
44,P11096428,1,Vapes,Pre-rolls,Flower,Curaleaf,Nature's Heritage,Nature's Heritage,2,2,2,6,200.0,30.0,30.0,550.00,10,5,1,-71.051425,42.4614201,2176.0,5767.0,85704.0,0.0,8.7359,1985.0,37.0,1.0,Well-Off,1.0,2021-02-01
45,p11157814,1,Vapes,Flower,Vapes,Entourage,Entourage,Entourage,1,1,1,3,60.0,100.0,40.0,603.00,9,5,1,-71.0697174,42.2871448,2124.0,15913.0,48841.0,0.0,31.83,1990.0,32.0,2.0,Working Professional,0.0,2021-02-01
46,P11044008,1,Concentrate,Flower,Flower,253,The Heirloom Collective,253,2,2,1,5,110.0,110.0,55.0,493.19,13,5,1,-71.0706715,42.3395974,2118.0,24075.0,54152.0,1.0,11.08,1973.0,49.0,1.0,Well-Off,1.0,2021-02-01
47,P11031899,1,Flower,Flower,Flower,Cresco ,Origyn,Origyn,2,2,2,6,120.0,120.0,120.0,525.00,11,4,6,-71.115546,42.49884,2180.0,3561.0,76127.0,1.0,7.6663,1993.0,29.0,1.0,Well-Off,1.0,2021-01-30
48,P11193684,0,Flower,Flower,Flower,Origyn,Sira Naturals Limited Release,Origyn,1,1,1,3,60.0,60.0,60.0,180.00,17,5,1,-71.062431,42.351867,2111.0,28542.0,43551.0,0.0,2.0112,2000.0,22.0,0.0,Well-Off,1.0,2021-02-01
49,P11041146,1,Flower,Flower,Flower,Sira Naturals Limited Release,Sira Naturals Limited Release,Sira Naturals Limited Release,2,2,2,6,120.0,120.0,120.0,480.00,9,5,1,-71.1639985,42.4795706,1801.0,3075.0,75138.0,1.0,6.549,1952.0,70.0,1.0,Well-Off,1.0,2021-02-01
50,P11167524,1,Vapes,Vapes,Vapes,Sira Naturals Limited Release,Rythm,Rythm,1,1,1,3,100.0,100.0,100.0,300.00,12,5,1,-71.1531835,42.4196126,2474.0,8620.0,87225.0,0.0,8.4381,1993.0,29.0,1.0,Standard,2.0,2021-02-01
51,P11126454,1,Edibles,Pre-rolls,No info,Rythm,AMP,,1,1,0,2,140.0,15.0,0.0,155.00,15,5,1,-71.1317152,42.4005868,2140.0,15262.0,71908.0,0.0,4.9221,1957.0,65.0,0.0,Well-Off,1.0,2021-02-01
52,P11148977,1,Flower,Flower,Concentrate,Chroma,Sira Naturals Top-Shelf,Cresco ,2,4,2,8,120.0,200.0,110.0,430.00,13,5,2,-71.1047288,42.39615,2145.0,18225.0,55487.0,1.0,2.4116,1991.0,31.0,1.0,Well-Off,1.0,2021-02-02
53,P11183498,1,Flower,No info,No info,Sira Naturals Limited Release,,,4,0,0,4,200.0,0.0,0.0,200.00,18,5,2,-71.1050439,42.4050261,2155.0,7072.0,73567.0,0.0,1.7719,1970.0,52.0,2.0,Well-Off,1.0,2021-02-02
54,P11099217,1,Flower,Concentrate,Beverages,Sira Naturals Top-Shelf,Cresco ,Cresco ,1,1,1,3,60.0,55.0,55.0,225.00,11,5,2,-71.061586,42.419262,2148.0,11797.0,53798.0,0.0,5.5401,1971.0,51.0,2.0,Well-Off,1.0,2021-02-02
55,p11041361,1,Flower,Vapes,Vapes,,253,253,1,1,1,3,70.0,60.0,60.0,190.00,17,5,2,-71.027519,42.431065,2148.0,11797.0,53798.0,0.0,3.5827,1965.0,57.0,2.0,Well-Off,1.0,2021-02-02
56,P11122040,1,Flower,Vapes,No info,Sira Naturals Limited Release,Entourage,,2,1,0,3,140.0,100.0,0.0,240.00,18,5,2,-71.102913,42.417609,2155.0,7072.0,73567.0,1.0,7.1593,1988.0,34.0,2.0,Well-Off,1.0,2021-02-02
57,11122994,1,Flower,Flower,No info,Sira Naturals,Nantucket Nuggets,,2,1,0,3,140.0,70.0,0.0,210.00,14,5,2,-71.123302,42.412807,2155.0,7072.0,73567.0,1.0,3.1503,1992.0,30.0,2.0,Well-Off,1.0,2021-02-02
58,P11207773,1,Flower,Pre-rolls,No info,Sira Naturals,Sira Naturals,,1,4,0,5,60.0,100.0,0.0,160.00,11,5,2,-71.1678509,42.4145385,2476.0,7897.0,95305.0,0.0,4.2307,1953.0,69.0,0.0,Standard,2.0,2021-02-02
59,P11082148,1,Flower,Vapes,Edibles,Nantucket Nuggets,Entourage,Chroma,1,1,1,3,65.0,65.0,140.0,360.00,14,5,2,-71.138718,42.426704,2155.0,7072.0,73567.0,0.0,2.5109,1992.0,30.0,2.0,Well-Off,1.0,2021-02-02
60,P11180560,1,Flower,Vapes,Flower,Sira Naturals Limited Release,Rythm,Origyn,1,1,1,3,60.0,100.0,60.0,380.00,18,5,2,-71.247051,42.399304,2451.0,3155.0,81334.0,1.0,11.802,1978.0,44.0,0.0,Standard,2.0,2021-02-02
61,P11132501,1,Edibles,Flower,Flower,Entourage,Root 90,Nantucket Nuggets,1,1,2,4,30.0,70.0,140.0,480.00,10,5,2,-71.23185,42.374064,2453.0,8279.0,67382.0,0.0,4.0889,1962.0,60.0,1.0,Standard,2.0,2021-02-02
62,P11149560,1,Beverages,Flower,Concentrate,Sira Naturals Limited Release,Cresco ,Cresco ,1,1,1,3,55.0,55.0,55.0,165.00,14,5,2,-71.1438768,42.3769041,2138.0,13251.0,75446.0,1.0,8.973,1992.0,30.0,1.0,Well-Off,1.0,2021-02-02
63,P11105066,1,Edibles,Edibles,Flower,Double Baked,Wicked Sour,Cresco Labs ,1,5,2,8,60.0,300.0,110.0,450.50,16,5,2,-71.163971,42.285147,2132.0,5670.0,83360.0,1.0,15.944,1984.0,38.0,1.0,Working Professional,0.0,2021-02-02
64,P11170459,1,Flower,Flower,Flower,Cresco ,Sira Naturals Reserve,Cresco Labs ,2,2,4,8,120.0,110.0,220.0,450.00,13,5,2,-71.113521,42.314297,2130.0,10618.0,75730.0,0.0,6.5463,1979.0,43.0,1.0,Well-Off,1.0,2021-02-02
65,P11173384,1,Flower,Flower,Flower,Betty's Eddies,Nantucket Nuggets,Sira Naturals Limited Release,2,1,2,5,110.0,70.0,120.0,470.00,15,5,2,-71.124199,42.329322,2445.0,7945.0,102087.0,0.0,3.0278,1981.0,41.0,1.0,Standard,2.0,2021-02-02
66,P11021561,1,Concentrate,Concentrate,Concentrate,Sira Naturals Limited Release,253,CAC,2,1,1,4,160.0,60.0,60.0,340.00,16,5,2,-71.080891,42.350727,2116.0,32724.0,87653.0,1.0,2.8182,1991.0,31.0,1.0,Well-Off,1.0,2021-02-02
67,p11101822,1,Pre-rolls,Tincture,No info,Resinate,Sira Naturals,,5,2,0,7,75.0,96.0,0.0,171.00,16,5,2,-71.073229,42.338333,2118.0,24075.0,54152.0,1.0,5.2299,1959.0,63.0,1.0,Well-Off,1.0,2021-02-02
68,P11212103,1,Edibles,Edibles,Flower,253,Betty's Eddies,Sira Naturals Limited Release,1,1,1,3,30.0,20.0,60.0,155.00,17,5,2,-71.084448,42.368972,2141.0,18612.0,64326.0,1.0,3.779,1969.0,53.0,0.0,Well-Off,1.0,2021-02-02
69,P11065749,1,No info,No info,No info,Ozone,,,0,0,0,0,0.0,0.0,0.0,,10,5,3,-71.1053249,42.3706197,2139.0,23355.0,71745.0,1.0,2.4565,1979.0,43.0,1.0,Well-Off,1.0,2021-02-03
70,P11131016,1,Flower,Concentrate,Edibles,Betty's Eddies,Cresco ,Wicked Sour,4,1,1,6,280.0,55.0,35.0,296.00,11,5,3,-71.1052789,42.4011211,2155.0,7072.0,73567.0,0.0,6.5225,1988.0,34.0,2.0,Well-Off,1.0,2021-02-03
71,P11060302,1,Vapes,Flower,Concentrate,,Sira Naturals,253,1,1,1,3,65.0,60.0,50.0,295.00,16,5,3,-71.094993,42.390988,2145.0,18225.0,55487.0,1.0,1.7448,1983.0,39.0,1.0,Well-Off,1.0,2021-02-03
72,P11066012,1,Edibles,Edibles,Edibles,Sira Naturals,Wicked Sour,Wicked Sour,2,1,1,4,60.0,60.0,35.0,195.00,8,5,3,-71.1032303,42.3788715,2143.0,15945.0,68440.0,0.0,3.1068,1963.0,59.0,1.0,Well-Off,1.0,2021-02-03
73,P11072593,1,Flower,Flower,Flower,Entourage,Sira Naturals Reserve,Origyn,1,1,1,3,60.0,55.0,60.0,229.00,10,5,3,-71.101192,42.400493,2155.0,7072.0,73567.0,1.0,0.47072,1973.0,49.0,2.0,Well-Off,1.0,2021-02-03
74,P11157323,1,Flower,Flower,No info,Wicked Sour,253,,1,3,0,4,55.0,165.0,0.0,220.00,8,5,4,-71.1450605,42.3438211,2135.0,16236.0,48687.0,0.0,6.308,2001.0,21.0,2.0,Well-Off,1.0,2021-02-04
75,P11207479,0,Edibles,Edibles,Edibles,Sira Naturals Limited Release,Wicked Sour,The Heirloom Collective,1,1,1,3,90.0,30.0,30.0,150.00,8,5,4,-71.061941,42.380167,2129.0,12192.0,86346.0,1.0,4.2459,1979.0,43.0,0.0,Well-Off,1.0,2021-02-04
76,P11170865,1,Flower,Concentrate,Edibles,253,253,Betty's Eddies,1,1,1,3,60.0,60.0,60.0,180.00,16,5,3,-71.138465,42.338112,2445.0,7945.0,102087.0,0.0,1.8973,1989.0,33.0,1.0,Standard,2.0,2021-02-03
77,P11185772,1,Edibles,Pre-rolls,Edibles,Chroma,AMP,Kalm Fusion,1,1,1,3,24.0,15.0,40.0,279.00,10,5,3,-70.9960785,42.4546457,1906.0,2468.0,76339.0,0.0,16.126,1989.0,33.0,1.0,Well-Off,1.0,2021-02-03
78,P11182194,1,Edibles,Edibles,Flower,Origyn,Wicked Sour,253,2,2,1,5,70.0,60.0,55.0,185.00,16,5,3,-71.1496856,42.2642239,2132.0,5670.0,83360.0,0.0,10.654,1991.0,31.0,1.0,Working Professional,0.0,2021-02-03
79,P11122975,1,Flower,Vapes,Edibles,Double Baked,253,Berkshire Roots,1,1,1,3,60.0,60.0,60.0,180.00,10,5,3,-70.9740447,42.3789026,2152.0,8871.0,64548.0,1.0,12.167,1976.0,46.0,0.0,Well-Off,1.0,2021-02-03
80,P11175097,1,Edibles,Flower,No info,Wicked Sour,Nantucket Nuggets,,1,1,0,2,140.0,70.0,0.0,210.00,15,5,3,-71.2312952,42.2714676,2492.0,2092.0,137839.0,1.0,10.514,1989.0,33.0,0.0,Standard,2.0,2021-02-03
81,P11050036,0,Edibles,Edibles,Concentrate,Sira Naturals Limited Release,Northeast Alternatives,Cresco ,1,1,1,3,90.0,30.0,75.0,245.00,15,5,2,-71.3167682,42.3108094,2482.0,2449.0,135089.0,0.0,3.3831,1978.0,44.0,0.0,Standard,2.0,2021-02-02
82,C11042907,1,Flower,Flower,Beverages,Chroma,Sira Naturals Limited Release,Cresco ,2,2,1,5,120.0,120.0,55.0,295.00,16,5,3,-71.0358785,42.3797474,2128.0,8352.0,48704.0,1.0,6.2515,1981.0,41.0,2.0,Well-Off,1.0,2021-02-03
83,P11165207,1,Concentrate,Tincture,Tincture,Chroma,Farm to Fam,Farm to Fam,1,2,2,5,75.0,90.0,90.0,255.00,10,5,3,-71.069991,42.356637,2108.0,27919.0,96921.0,1.0,7.0878,1978.0,44.0,0.0,Well-Off,1.0,2021-02-03
84,C11049616,1,Vapes,No info,No info,Sira Naturals Limited Release,,,2,0,0,2,200.0,0.0,0.0,200.00,16,5,3,-71.040711,42.371577,2128.0,8352.0,48704.0,1.0,1.7655,1984.0,38.0,2.0,Well-Off,1.0,2021-02-03
85,P11109415,1,Edibles,Edibles,Flower,Cresco ,Betty's Eddies,Sira Naturals Reserve,1,1,1,3,35.0,20.0,55.0,240.00,12,5,3,-71.4706666,42.2944554,1702.0,4598.0,53944.0,1.0,22.143,1991.0,31.0,1.0,Working Professional,0.0,2021-02-03
86,P1108170,1,Vapes,Vapes,Vapes,Rythm,Rythm,Rythm,1,1,1,3,65.0,100.0,100.0,385.00,14,5,3,-71.095516,42.3666004,2139.0,23355.0,71745.0,0.0,4.8947,1957.0,65.0,1.0,Well-Off,1.0,2021-02-03
87,P11053981,1,Concentrate,Concentrate,Concentrate,,Origyn,Origyn,1,2,1,4,70.0,140.0,70.0,280.00,8,5,3,-71.417439,42.275426,1702.0,4598.0,53944.0,0.0,5.9378,1983.0,39.0,1.0,Working Professional,0.0,2021-02-03
88,p11103213,1,Edibles,Edibles,Edibles,Wicked Sour,Double Baked,Double Baked,10,1,1,12,200.0,24.0,24.0,736.00,10,5,3,-71.1792,42.3614802,2472.0,7942.0,87775.0,0.0,9.6297,1982.0,40.0,1.0,Standard,2.0,2021-02-03
89,C11049627,1,Concentrate,Edibles,Flower,Origyn,Wicked Sour,Sira Naturals,2,2,1,5,140.0,120.0,70.0,330.00,16,5,2,-71.3764194,42.1573235,2054.0,656.0,91341.0,1.0,16.477,1961.0,61.0,0.0,Working Professional,0.0,2021-02-02
90,P11084441,1,Tincture,Flower,Flower,Origyn,Sira Naturals Limited Release,Nantucket Nuggets,3,1,1,5,135.0,60.0,70.0,495.00,8,5,4,-71.2191634,42.3626993,2465.0,5221.0,139763.0,1.0,4.4741,1949.0,73.0,0.0,Standard,2.0,2021-02-04
91,P11061013,0,No info,No info,No info,Betty's Eddies,,,0,0,0,0,0.0,0.0,0.0,,10,5,4,-71.2354718,42.3659495,2453.0,8279.0,67382.0,0.0,3.6314,1965.0,57.0,1.0,Standard,2.0,2021-02-04
92,11104841,1,Flower,Flower,Edibles,Origyn,Origyn,Chroma,2,1,1,4,110.0,60.0,90.0,408.00,15,5,3,-71.254521,42.3498413,2466.0,4521.0,105893.0,1.0,4.573,1985.0,37.0,0.0,Standard,2.0,2021-02-03
93,P11173657,1,Flower,Flower,No info,Farm to Fam,Nantucket Nuggets,,2,1,0,3,120.0,70.0,0.0,190.00,8,5,4,-71.2415975,42.3662799,2453.0,8279.0,67382.0,0.0,0.77626,1987.0,35.0,1.0,Standard,2.0,2021-02-04
94,P11169089,1,Flower,Flower,Flower,,Nantucket Nuggets,Sira Naturals Limited Release,1,1,1,3,70.0,70.0,60.0,200.00,8,5,3,-71.247865,42.373085,2453.0,8279.0,67382.0,0.0,1.1658,1992.0,30.0,1.0,Standard,2.0,2021-02-03
95,P1119494978,0,No info,No info,No info,Cresco Labs ,,,0,0,0,0,0.0,0.0,0.0,,10,5,4,-70.908326,42.097115,2370.0,1696.0,66329.0,0.0,57.954,1984.0,38.0,0.0,Working Professional,0.0,2021-02-04
96,P11195506,1,Flower,Edibles,No info,Sira Naturals Limited Release,Kalm Fusion,,4,4,0,8,200.0,160.0,0.0,360.00,17,5,3,-71.2381739,42.4092206,2451.0,3155.0,81334.0,1.0,5.1163,1982.0,40.0,0.0,Standard,2.0,2021-02-03
97,P11129492,1,Flower,Vapes,Vapes,Sira Naturals,Cresco Labs ,Cresco ,2,5,1,8,120.0,350.0,70.0,459.00,17,5,3,-71.297793,42.495397,1730.0,965.0,108818.0,1.0,15.108,1984.0,38.0,0.0,Standard,2.0,2021-02-03
98,P11175572,1,Concentrate,Vapes,Flower,,Rythm,Sira Naturals Limited Release,2,1,2,5,140.0,100.0,120.0,306.00,11,5,2,-70.9779014,42.2586204,2169.0,6137.0,58669.0,1.0,29.611,1982.0,40.0,2.0,Working Professional,0.0,2021-02-02
